City ID,City,Country,Date,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
390,Dunedin,NZ,2022-12-28 04:02:18,-45.8742,170.5036,68.54,70,0,14.32
391,Mormugao,IN,2022-12-28 04:03:00,15.4,73.8,81.1,65,9,5.3
392,Talladega,US,2022-12-28 04:03:00,33.4359,-86.1058,35.06,83,0,0.0
393,Talnakh,RU,2022-12-28 04:03:00,69.4865,88.3972,-6.12,98,97,4.99
394,Auki,SB,2022-12-28 04:03:01,-8.7676,160.7034,84.31,75,84,10.92
395,West Bay,KY,2022-12-28 04:03:01,19.3667,-81.4167,75.99,87,37,1.99
396,Khandyga,RU,2022-12-28 04:03:01,62.6667,135.6,-33.97,98,98,1.16
397,Namatanai,PG,2022-12-28 04:03:02,-3.6667,152.4333,85.23,59,15,6.55
398,Chernyshevskiy,RU,2022-12-28 04:03:02,63.0128,112.4714,4.84,94,100,10.2
399,Salta,AR,2022-12-28 03:58:48,-24.7859,-65.4117,66.79,80,75,4.61
400,Avera,US,2022-12-28 04:03:03,33.194,-82.5271,30.9,69,2,1.99
401,Maiduguri,NG,2022-12-28 03:58:49,11.8464,13.1603,60.84,58,0,8.21
402,Canmore,CA,2022-12-28 03:59:23,51.0834,-115.3521,39.31,86,100,4.61
403,Visby,SE,2022-12-28 03:58:49,57.6409,18.296,37.62,87,100,14.97
404,Nago,JP,2022-12-28 04:03:04,26.5881,127.9761,70.65,68,60,10.94
405,Montesarchio,IT,2022-12-28 04:03:04,41.0654,14.6402,53.92,95,50,3.02
406,Bocaiúva,BR,2022-12-28 04:03:05,-17.1078,-43.815,66.78,93,79,2.44
407,Gangāpur,IN,2022-12-28 03:58:51,26.4833,76.7167,62.71,24,0,3.09
408,Vardø,NO,2022-12-28 04:03:05,70.3705,31.1107,21.18,79,100,21.85
409,Saint-Pierre,RE,2022-12-28 03:55:24,-21.3393,55.4781,82.08,54,20,6.91
410,Oneida,US,2022-12-28 04:03:06,43.2001,-75.4663,25.95,74,100,3.44
411,Police,PL,2022-12-28 04:03:06,53.5521,14.5718,36.97,91,84,4.0
412,Andros Town,BS,2022-12-28 03:58:52,24.7,-77.7667,71.56,74,92,14.32
413,Maniitsoq,GL,2022-12-28 04:03:06,65.4167,-52.9,19.92,78,99,13.35
414,Cabedelo,BR,2022-12-28 04:03:07,-6.9811,-34.8339,77.88,81,9,11.18
415,Senneterre,CA,2022-12-28 04:03:07,48.3835,-77.2328,12.87,96,100,6.2
416,The Valley,AI,2022-12-28 03:59:31,18.217,-63.0578,79.11,76,57,23.62
417,Longfeng,CN,2022-12-28 03:58:53,46.55,125.1167,8.92,83,95,8.59
418,Nur-Sultan,KZ,2022-12-28 03:59:36,51.1801,71.446,1.35,85,40,8.95
419,Mittagong,AU,2022-12-28 04:03:08,-34.45,150.45,89.94,16,0,3.15
420,Amparafaravola,MG,2022-12-28 04:03:08,-17.5833,48.2167,66.45,82,100,2.44
421,Genhe,CN,2022-12-28 04:03:08,50.7833,121.5167,2.03,90,100,3.51
422,Arrifes,PT,2022-12-28 04:03:09,37.7667,-25.7,57.45,100,75,16.11
423,Sherman,US,2022-12-28 04:00:08,33.6357,-96.6089,42.19,56,0,18.41
424,Madera,US,2022-12-28 04:02:29,37.1666,-119.8343,55.53,95,100,1.01
425,Oranjestad,AW,2022-12-28 04:01:46,12.524,-70.027,79.92,86,0,5.99
426,Kamenka,RU,2022-12-28 04:03:10,51.3223,42.7678,27.01,95,100,16.64
427,Coari,BR,2022-12-28 03:58:55,-4.085,-63.1414,73.56,98,100,5.06
428,Saint Anthony,US,2022-12-28 04:03:10,45.0205,-93.218,24.73,81,0,12.66
429,Taoudenni,ML,2022-12-28 04:03:10,22.6783,-3.9836,65.14,28,5,10.58
430,Geraldton,AU,2022-12-28 04:01:10,-28.7667,114.6,95.41,17,0,14.97
431,Cleveland,US,2022-12-28 03:58:21,41.4995,-81.6954,31.19,87,100,10.36
432,Ozernovskiy,RU,2022-12-28 03:58:56,51.5,156.5167,27.09,89,100,8.34
433,Batasan,PH,2022-12-28 04:03:11,12.7667,120.7833,81.93,64,100,4.85
434,Faanui,PF,2022-12-28 04:03:12,-16.4833,-151.75,81.3,72,69,12.46
435,Goderich,CA,2022-12-28 04:03:12,43.7501,-81.7165,27.91,84,100,24.94
436,Iquique,CL,2022-12-28 04:02:55,-20.2208,-70.1431,68.83,82,34,1.97
437,Shelburne,CA,2022-12-28 04:00:34,44.0787,-80.2041,23.9,95,100,14.56
438,Itoman,JP,2022-12-28 04:03:13,26.1247,127.6694,70.57,63,20,13.8
439,Ungheni,MD,2022-12-28 03:58:57,47.2042,27.7958,36.28,71,0,2.3
440,Jiexiu,CN,2022-12-28 04:03:13,37.0244,111.9125,28.53,15,0,6.62
441,Bosaso,SO,2022-12-28 04:03:13,11.2842,49.1816,73.8,76,46,2.64
442,Pangnirtung,CA,2022-12-28 03:58:58,66.1451,-65.7125,1.8,61,93,6.85
443,Nioro,GM,2022-12-28 04:03:14,13.35,-15.75,67.21,70,100,7.34
444,Sorong,ID,2022-12-28 04:03:14,-0.8833,131.25,82.89,69,100,5.32
445,Bodden Town,KY,2022-12-28 04:02:51,19.2833,-81.25,75.92,89,28,3.0
446,Sakakah,SA,2022-12-28 04:03:15,29.9697,40.2064,45.82,84,11,1.92
447,Puerto Concordia,CO,2022-12-28 04:03:15,2.6221,-72.7572,77.04,66,51,2.66
448,Indianola,US,2022-12-28 03:59:00,41.3581,-93.5574,32.9,65,68,15.01
449,Tiznit Province,MA,2022-12-28 04:03:16,29.5833,-9.5,57.6,40,34,9.24
450,Kérouané,GN,2022-12-28 04:03:17,9.2667,-9.0167,67.6,34,18,3.13
451,Shuangyang,CN,2022-12-28 04:03:17,43.5242,125.6736,7.45,81,100,9.33
452,Valle Hermoso,MX,2022-12-28 04:03:18,25.6667,-97.8333,48.06,73,0,6.15
453,Garoowe,SO,2022-12-28 04:03:18,8.4054,48.4845,65.08,80,12,6.38
454,Eenhana,NA,2022-12-28 04:00:55,-17.4667,16.3333,75.02,41,98,5.46
455,Ostrovnoy,RU,2022-12-28 04:03:19,68.0531,39.5131,19.04,88,85,20.54
456,Saint John,CA,2022-12-28 04:03:19,45.2727,-66.0677,18.72,73,10,8.88
457,Nerchinskiy Zavod,RU,2022-12-28 04:03:19,51.3088,119.61,1.36,88,100,2.75
458,São Geraldo do Araguaia,BR,2022-12-28 03:59:03,-6.4006,-48.555,72.57,99,100,2.98
459,Bud,US,2022-12-28 03:59:03,39.447,-86.1758,30.31,87,98,12.19
460,Ignatovka,RU,2022-12-28 04:03:20,53.9479,47.6536,7.68,99,98,4.52
461,Nuuk,GL,2022-12-28 04:03:20,64.1835,-51.7216,15.89,83,68,8.52
462,Iranshahr,IR,2022-12-28 04:03:21,27.2025,60.6848,63.46,73,71,2.3
463,Bathsheba,BB,2022-12-28 04:03:21,13.2167,-59.5167,76.08,81,11,16.82
464,Lagoa,PT,2022-12-28 04:03:21,39.05,-27.9833,60.6,95,94,16.78
465,Boa Vista,BR,2022-12-28 04:03:22,2.8197,-60.6733,72.77,91,95,4.16
466,Normandin,CA,2022-12-28 04:03:22,48.8333,-72.5321,3.51,96,12,1.57
467,Turukhansk,RU,2022-12-28 04:03:23,65.8167,87.9833,1.53,96,100,9.33
468,Elk City,US,2022-12-28 04:03:23,35.412,-99.4043,50.22,40,0,19.57
469,Le Pradet,FR,2022-12-28 03:59:05,43.1066,6.0172,56.62,75,0,3.44
470,Coahuayana Viejo,MX,2022-12-28 04:03:24,18.7333,-103.6833,72.82,71,87,2.55
471,Mulegé,MX,2022-12-28 04:03:24,26.8833,-111.9833,65.46,37,11,5.39
472,Dhidhdhoo,MV,2022-12-28 04:03:24,6.8833,73.1,81.0,78,21,13.06
473,Kudahuvadhoo,MV,2022-12-28 04:03:25,2.6708,72.8944,81.23,69,96,6.49
474,Tahoua,NE,2022-12-28 04:03:25,14.8888,5.2692,61.43,33,14,13.31
475,Ubari,LY,2022-12-28 04:03:25,26.5921,12.7805,50.83,64,0,5.26
476,Buala,SB,2022-12-28 03:59:08,-8.145,159.5921,83.77,74,96,9.37
477,Srednekolymsk,RU,2022-12-28 04:03:26,67.45,153.6833,-29.7,100,100,6.26
478,Matara,LK,2022-12-28 04:03:26,5.9485,80.5353,81.43,72,26,7.43
479,Ayagoz,KZ,2022-12-28 04:03:26,47.9714,80.4392,-1.73,87,7,2.28
480,Okha,RU,2022-12-28 03:59:09,53.5739,142.9478,-1.3,88,13,13.8
481,Cockburn Town,TC,2022-12-28 04:00:24,21.4612,-71.1419,79.25,79,0,22.21
482,Muroto-misakicho,JP,2022-12-28 03:59:09,33.2833,134.15,52.84,61,3,2.75
483,Havøysund,NO,2022-12-28 04:03:27,70.9963,24.6622,23.23,81,95,20.83
484,Ailigandí,PA,2022-12-28 04:03:28,9.2333,-78.0167,77.5,83,22,5.41
485,Susanville,US,2022-12-28 04:03:28,40.4163,-120.653,37.24,83,20,11.5
486,Schwerin,DE,2022-12-28 04:03:02,53.6294,11.4132,40.71,90,100,11.01
487,Saint George,US,2022-12-28 03:59:40,37.1041,-113.5841,49.95,80,100,3.0
488,Pontes e Lacerda,BR,2022-12-28 04:03:29,-15.2261,-59.3353,75.18,84,82,1.95
489,Karasjok,NO,2022-12-28 04:03:29,69.4719,25.5112,0.0,99,99,6.69
490,Ballina,AU,2022-12-28 04:01:08,-28.8667,153.5667,80.02,67,14,8.63
491,Batagay-Alyta,RU,2022-12-28 04:03:30,67.8006,130.4114,-12.41,89,100,1.59
492,Havre-St-Pierre,CA,2022-12-28 03:59:12,50.2334,-63.5986,10.4,74,47,14.9
493,Shahrud,IR,2022-12-28 03:59:14,36.4182,54.9763,33.26,72,99,4.05
494,Horadiz,AZ,2022-12-28 04:03:30,39.4488,47.3353,38.37,82,0,2.17
495,Chenghai,CN,2022-12-28 04:03:31,23.4632,116.768,62.73,55,11,8.75
496,Bathurst,AU,2022-12-28 04:00:17,-33.4166,149.5806,88.97,32,0,1.01
497,Massakory,TD,2022-12-28 03:59:14,12.996,15.7293,63.59,31,0,14.61
498,Springbok,ZA,2022-12-28 04:03:31,-29.6643,17.8865,57.72,45,0,2.84
499,Belaya Gora,RU,2022-12-28 04:03:32,68.5333,146.4167,-35.01,100,49,3.11
500,Chengde,CN,2022-12-28 04:03:33,40.9725,117.9361,22.12,30,0,6.76
501,Trat,TH,2022-12-28 03:59:15,12.5,102.5,86.83,48,98,9.95
502,Constitución,CL,2022-12-28 04:03:23,-35.3333,-72.4167,57.4,76,3,6.78
503,Kilosa,TZ,2022-12-28 04:03:33,-6.8333,36.9833,69.73,97,99,0.69
504,Meadow Lake,US,2022-12-28 04:00:36,34.8014,-106.5436,51.42,44,93,8.57
505,Raja,SS,2022-12-28 04:03:34,8.4596,25.678,61.68,30,18,5.57
506,Santa Cruz de la Sierra,BO,2022-12-28 04:03:34,-17.8,-63.1667,78.26,83,20,4.61
507,Singaparna,ID,2022-12-28 04:03:35,-7.3515,108.111,84.31,62,90,2.17
508,Orange Walk District,BZ,2022-12-28 03:59:17,17.8333,-88.8333,67.93,84,86,1.99
509,Morondava,MG,2022-12-28 04:03:35,-20.2833,44.2833,78.33,72,2,5.3
510,Cap Malheureux,MU,2022-12-28 03:59:17,-19.9842,57.6142,81.46,60,2,8.01
511,Cabinda,AO,2022-12-28 03:59:18,-5.55,12.2,78.12,90,62,6.76
512,Ciudad Ojeda,VE,2022-12-28 04:03:36,10.1964,-71.3082,75.45,85,11,6.11
513,Rūdbār,AF,2022-12-28 04:03:36,30.15,62.6,57.29,40,99,0.69
514,Hohhot,CN,2022-12-28 03:59:19,40.8106,111.6522,10.69,52,0,2.24
515,Vorokhta,UA,2022-12-28 04:03:37,48.2869,24.5719,27.61,87,27,4.05
516,Mamakan,RU,2022-12-28 04:03:37,57.8161,114.0028,-13.02,91,100,1.66
517,Minsk,BY,2022-12-28 04:03:37,53.9,27.5667,33.55,92,99,15.03
518,Kieta,PG,2022-12-28 03:59:20,-6.2167,155.6333,85.93,60,53,10.54
519,At-Bashi,KG,2022-12-28 04:03:38,41.1702,75.8106,10.11,67,92,2.08
520,Lyuban',BY,2022-12-28 03:59:21,52.7985,28.0048,31.98,88,99,12.86
521,Inuvik,CA,2022-12-28 03:59:53,68.3499,-133.7218,-24.74,72,40,0.0
522,Nísia Floresta,BR,2022-12-28 04:03:38,-6.0911,-35.2086,76.01,87,11,6.24
523,Mezen',RU,2022-12-28 04:03:39,65.8522,44.24,9.41,87,94,9.95
524,Matiari,PK,2022-12-28 03:59:22,25.5961,68.4467,67.14,16,1,2.82
525,Banda Aceh,ID,2022-12-28 04:03:39,5.5577,95.3222,81.68,74,99,9.78
526,Gigmoto,PH,2022-12-28 04:03:39,13.7796,124.39,78.98,83,100,16.87
527,Yinchuan,CN,2022-12-28 04:03:40,38.4681,106.2731,21.54,21,3,2.15
528,Pevek,RU,2022-12-28 04:03:40,69.7008,170.3133,-7.71,100,100,4.32
529,Romanovka,RU,2022-12-28 03:59:23,51.7443,42.7527,26.82,95,100,16.49
530,Yablonovo,RU,2022-12-28 04:03:40,50.8523,37.3574,32.77,95,100,14.97
531,Oranjemund,NA,2022-12-28 04:03:41,-28.55,16.4333,60.48,96,4,5.5
532,Çeşme,TR,2022-12-28 04:03:41,38.3228,26.3064,44.31,93,40,2.3
533,Lichinga,MZ,2022-12-28 04:03:41,-13.3128,35.2406,60.96,98,97,4.25
534,Jackson,US,2022-12-28 03:59:58,42.4165,-122.8345,42.08,88,98,1.01
535,Naze,JP,2022-12-28 04:03:42,28.3667,129.4833,59.63,71,90,9.89
536,Kolyvan',RU,2022-12-28 04:03:42,55.3053,82.7391,8.22,92,100,7.52
537,Fort Nelson,CA,2022-12-28 04:00:38,58.8053,-122.7002,-9.81,85,100,0.0
538,Kuvshinovo,RU,2022-12-28 04:03:42,57.0295,34.1725,27.03,97,100,4.18
539,Canutama,BR,2022-12-28 04:03:43,-6.5339,-64.3831,73.02,98,94,2.77
540,Aleksandrovsk-Sakhalinskiy,RU,2022-12-28 04:03:43,50.8975,142.1561,17.96,92,99,1.97
541,Seydi,TM,2022-12-28 04:03:43,39.4816,62.9137,40.8,74,99,5.82
542,Uddevalla,SE,2022-12-28 04:03:44,58.3478,11.9424,34.99,96,100,5.03
543,Kabanjahe,ID,2022-12-28 04:03:44,3.1001,98.4908,73.22,74,97,2.77
544,Resistencia,AR,2022-12-28 04:03:44,-27.4606,-58.9839,65.08,99,1,2.17
545,Touros,BR,2022-12-28 04:03:45,-5.1989,-35.4608,77.5,79,13,11.45
546,Mabaruma,GY,2022-12-28 04:03:45,8.2,-59.7833,71.02,98,85,1.39
547,Guinguinéo,SN,2022-12-28 04:03:45,14.2667,-15.95,64.45,86,100,6.85
548,Zandvoort,NL,2022-12-28 03:59:28,52.3749,4.5341,46.99,90,75,27.63
549,Pula,HR,2022-12-28 03:59:29,44.8683,13.8481,43.36,81,20,4.61
550,Pierre,US,2022-12-28 04:03:47,44.3683,-100.351,38.32,75,0,10.0
551,Channel-Port aux Basques,CA,2022-12-28 04:03:47,47.5702,-59.1367,30.63,73,100,27.09
552,Myitkyina,MM,2022-12-28 04:03:47,25.3833,97.4,66.38,66,22,2.55
553,Sørkjosen,NO,2022-12-28 04:03:48,69.8,20.9333,24.8,63,20,11.5
554,Morón,AR,2022-12-28 04:03:48,-34.6534,-58.6198,77.79,48,11,6.4
555,Provideniya,RU,2022-12-28 04:03:48,64.3833,-173.3,6.91,85,75,22.37
556,Megion,RU,2022-12-28 04:03:49,61.0296,76.1136,-8.05,99,57,7.52
557,Tocache,PE,2022-12-28 04:03:49,-8.1842,-76.5125,70.18,90,39,0.34
558,Ilulissat,GL,2022-12-28 04:03:49,69.2167,-51.1,12.22,44,72,14.97
559,Vidim,RU,2022-12-28 03:59:31,56.4088,103.1106,13.55,96,100,5.48
560,Forsytheganj,BY,2022-12-28 04:03:50,52.6333,29.7333,32.29,93,100,12.8
561,Oriximiná,BR,2022-12-28 04:03:50,-1.7656,-55.8661,72.66,97,100,2.26
562,Rome,US,2022-12-28 04:03:50,43.2128,-75.4557,25.88,74,100,3.44
563,Hare Bay,CA,2022-12-28 04:03:51,48.8499,-54.0148,27.75,96,100,3.09
564,Vao,NC,2022-12-28 04:03:51,-22.6667,167.4833,79.09,79,100,10.65
565,Strezhevoy,RU,2022-12-28 03:59:32,60.7333,77.5889,-3.21,100,90,6.06
566,Panama City,PA,2022-12-28 03:59:16,8.9936,-79.5197,78.75,82,20,4.61
567,Zyryanskoye,RU,2022-12-28 04:03:52,56.8306,86.6258,13.37,90,100,4.76
568,Sola,VU,2022-12-28 04:03:52,-13.8833,167.55,82.08,68,98,4.88
569,Kurlovo,RU,2022-12-28 04:03:52,55.4325,40.4854,25.03,95,100,11.25
570,Fare,PF,2022-12-28 03:59:34,-16.7,-151.0167,80.94,74,10,13.44
571,Massaguet,TD,2022-12-28 03:59:34,12.4755,15.4365,63.77,28,0,12.1
572,Ankang,CN,2022-12-28 04:03:53,32.68,109.0172,43.77,50,100,1.97
573,Lagos,NG,2022-12-28 03:49:50,6.5833,3.75,71.92,57,8,3.58
574,Isiolo,KE,2022-12-28 03:59:35,0.3546,37.5822,66.27,71,100,4.0
575,Pontianak,ID,2022-12-28 04:03:53,-0.0333,109.3333,84.18,70,20,10.36
576,Tilichiki,RU,2022-12-28 04:03:54,60.4667,166.1,-4.97,90,6,11.72
577,Ergani,TR,2022-12-28 04:03:54,38.2653,39.7621,36.63,63,100,4.07
578,Álamos,MX,2022-12-28 04:03:54,27.0167,-108.9333,63.34,28,15,2.48
579,San Luis Río Colorado,MX,2022-12-28 04:03:55,32.4631,-114.7767,69.91,47,100,7.34
580,Puyo,EC,2022-12-28 04:00:47,-1.4667,-77.9833,64.27,82,25,3.87
581,Juruti,BR,2022-12-28 04:03:55,-2.1522,-56.0922,72.61,97,100,2.33
582,Ilula,TZ,2022-12-28 04:03:56,-7.6766,36.0366,61.47,95,94,1.05
583,Simbahan,PH,2022-12-28 04:03:56,6.3032,120.5836,80.28,80,100,10.16
584,Ust'-Omchug,RU,2022-12-28 04:03:56,61.15,149.6333,-24.74,100,97,3.91
